Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-01-02,37.57521438598633,37.79649888400641,36.69722151346666,36.8542616564938,148158800
2019-01-03,33.83243942260742,34.6723611316717,33.787230575440596,34.258347280967,365248800
2019-01-04,35.276729583740234,35.34573372103441,34.215526843041836,34.38922077823549,234428400
2019-01-07,35.198204040527344,35.41235064672023,34.71518967715672,35.38141751200746,219111200
2019-01-08,35.869197845458984,36.123793562928256,35.33859646605184,35.58605069449792,164101200
2019-01-09,36.47831726074219,36.76860225386726,35.602706129817406,35.99768091678345,180396400
2019-01-10,36.594905853271484,36.6353549226105,35.89536677383828,36.285585382893906,143122800
2019-01-11,36.23561096191406,36.571104733058135,36.05001943546186,36.37599727501957,108092800
2019-01-14,35.690738677978516,35.99292128203398,35.505147127305,35.892987649413605,129756800
2019-01-15,36.42121124267578,36.49734959802523,35.70263668006988,35.75498338778188,114843600
2019-01-16,36.86614990234375,37.08981241923674,36.4045491556751,36.42358464973506,122278800
2019-01-17,37.08504867553711,37.513338169500585,36.46640789196222,36.690070384956975,119284800
2019-01-18,37.3134765625,37.56569051615148,37.11360568148331,37.47527282308796,135004000
2019-01-22,36.47593688964844,37.29206339899699,36.314136980893885,37.2159250418447,121576000
2019-01-23,36.62345504760742,36.913740003402474,36.095231841531145,36.678179828590224,92522400
2019-01-24,36.333168029785156,36.75669780079705,36.10474935564246,36.66866181499719,101766000
2019-01-25,37.537139892578125,37.62517952067367,36.71863529953326,36.994640931413,134142000
2019-01-28,37.189754486083984,37.19689234414636,36.56159756204397,37.06840363772336,104768400
2019-01-29,36.80428695678711,37.62517682803338,36.66866404152659,37.177851753922326,166348800
2019-01-30,39.31930160522461,39.533444609513445,38.124850397669945,38.84342503511599,244439200
2019-01-31,39.602439880371094,40.211561172854836,39.15511484279429,39.523919828201805,162958400
2019-02-01,39.62147521972656,40.20680123448356,39.481088904224514,39.72616862220974,130672400
2019-02-04,40.74692916870117,40.844484731789514,39.80231393635287,39.83324707358817,125982000
2019-02-05,41.44407272338867,41.65821927552626,41.008649025071186,41.129996196495064,144406400
2019-02-06,41.4583625793457,41.77482089204486,41.127628552346515,41.55591450394574,112958400
2019-02-07,40.67317199707031,41.3869868692389,40.530407570376525,41.02055986836159,126966800
2019-02-08,40.7209587097168,40.78069839317819,40.245429516724585,40.381637745202596,95280000
2019-02-11,40.486778259277344,40.91212817826302,40.44376743552907,40.87389390411717,83973600
2019-02-12,40.835662841796875,40.861948451561936,40.55130133058065,40.646887023463314,89134000
2019-02-13,40.665992736816406,41.21559851553818,40.603864782993156,40.95513438892217,89960800
2019-02-14,40.814151763916016,40.92407073769949,40.474830805272624,40.553687623623816,87342800
2019-02-15,40.72335433959961,41.02922128246794,40.563252396553025,40.92169056206012,98507200
2019-02-19,40.84521484375,40.96708613224222,40.50111732800384,40.55368854142776,75891200
2019-02-20,41.108062744140625,41.416321493088006,40.859547313325095,40.90733832161036,104457600
2019-02-21,40.876277923583984,41.18931326234548,40.694670609628645,41.05310868843414,68998800
2019-02-22,41.33269119262695,41.339859662720514,40.95274769278512,41.000538708815775,75652800
2019-02-25,41.6337776184082,42.025669781395585,41.56686946713383,41.617052403699994,87493600
2019-02-26,41.657676696777344,41.889466961350905,41.38048368917295,41.50952344791541,68280800
2019-02-27,41.78671646118164,41.817782266227354,41.27534486960349,41.39004769767015,111341600
2019-02-28,41.375694274902344,41.796263888245086,41.320734799056915,41.655279141145016,112861600
2019-03-01,41.810604095458984,41.85361491133981,41.31356956114267,41.64572200880833,103544800
2019-03-04,42.020896911621094,42.47491707019806,41.57165330268141,41.982662637196206,109744800
2019-03-05,41.944427490234375,42.05673839013298,41.70785702415031,42.04240144907716,78949600
2019-03-06,41.70307159423828,41.934861815205316,41.564475116510145,41.73891393924546,83241600
2019-03-07,41.22038269042969,41.68396322987974,41.10568351605907,41.54775499776006,99185600
2019-03-08,41.3183479309082,41.35658219637138,40.503497923548096,40.69944579938166,95997600
2019-03-11,42.74972152709961,42.802292747007655,41.90142082977354,41.93487491096763,128044000
2019-03-12,43.230018615722656,43.6505846085032,42.86202018159688,43.012565327032,129870400
2019-03-13,43.42119598388672,43.80113952056781,43.23241652986351,43.5502321043029,124130000
2019-03-14,43.90388107299805,43.99229827171578,43.62429983063425,43.94450361458386,94318000
2019-03-15,44.47499084472656,44.764132468050896,43.906271633916674,44.171515929415094,156171600
2019-03-18,44.92901611328125,45.01742966611717,44.396135583226894,44.3985275038249,104879200
2019-03-19,44.572967529296875,45.160807555548054,44.42720257150999,45.00787412821596,126585600
2019-03-20,44.96246337890625,45.2802788415912,44.14283326014615,44.50127125842272,124140800
2019-03-21,46.61845397949219,46.914764093298665,45.356752279123555,45.40693521269051,204136800
2019-03-22,45.65306091308594,47.23974655431228,45.58854104236857,46.67819214407311,169630800
2019-03-25,45.10106658935547,45.87529044787232,44.58969511449764,45.76297956658023,175381200
2019-03-26,44.635101318359375,46.090362812112865,44.10700454628543,45.79883285841138,199202000
2019-03-27,45.03656005859375,45.34481527019143,44.57775965381826,45.103468223068,119393600
2019-03-28,45.09629440307617,45.29701887269252,44.81193291467582,45.151253893185654,83121600
2019-03-29,45.39020538330078,45.421271181808265,45.05327273343193,45.361531505429554,94256000
2019-04-01,45.69847106933594,45.80360985284444,45.015048922315,45.794053107514955,111448000
2019-04-02,46.36277389526367,46.467916320039805,45.653066174245645,45.6626229191249,91062800
2019-04-03,46.68059158325195,46.95539267732806,46.15487943528214,46.1787767679066,93087200
2019-04-04,46.76183319091797,46.92432337273218,46.152487716673136,46.5467681520088,76457200
2019-04-05,47.074867248535156,47.098764578723184,46.81917967116176,46.94343922494232,74106400
2019-04-08,47.81563949584961,47.846701648827704,46.91715240954242,46.9362695439554,103526800
2019-04-09,47.67226028442383,48.47277338177323,47.60774041497689,47.868208167106985,143072800
2019-04-10,47.93990707397461,47.96858460568758,47.3568470941707,47.47632647868064,86781200
2019-04-11,47.54085159301758,48.03071785259941,47.4189839200613,47.99487549179516,83603200
2019-04-12,47.52171325683594,47.82519181243846,46.88608591599646,47.60057006165645,111042800
2019-04-15,47.60774230957031,47.75589918776008,47.316212394506586,47.452420608068394,70146400
2019-04-16,47.61252212524414,48.119113414692066,47.447640034865586,47.66270505779345,102785600
2019-04-17,48.53969192504883,48.599431612389765,47.45959735698276,47.681827243704895,115627200
2019-04-18,48.7141227722168,48.78341919378796,48.39391897587181,48.53729201415646,96783200
2019-04-22,48.87422180175781,48.972195742211845,48.35090167411639,48.4679927477971,77758000
2019-04-23,49.57915496826172,49.64367484459723,48.7236822999395,48.85033013179243,93292000
2019-04-24,49.502689361572266,49.818112976264246,49.476403756496204,49.55048037637763,70162400
2019-04-25,49.053443908691406,49.646060491105864,49.01520963983355,49.42383064003315,74172800
2019-04-26,48.81926345825195,48.986533820100895,48.298331592813334,48.96263649145658,74596400
2019-04-29,48.893341064453125,49.2183250510199,48.71412203464543,48.843158131769954,88818800
2019-04-30,47.951839447021484,48.60419564382473,47.57906447741963,48.52295056505924,186139600
2019-05-01,50.30559539794922,51.45020616804605,49.997336578817006,50.15266194888411,259309200
2019-05-02,49.978206634521484,50.814562017383224,49.734471405365966,50.143088707680874,127985200
2019-05-03,50.59950256347656,50.621007970464994,50.23628433405091,50.39399794440655,83569600
2019-05-06,49.81810760498047,49.90413288084334,48.62809432739427,48.81687009169931,129772400
2019-05-07,48.47517013549805,49.56482140635094,47.99008418506328,49.19682655113943,155054800
2019-05-08,48.4847297668457,49.067789710466904,48.209928658014654,48.2457710126548,105358000
2019-05-09,47.96379852294922,48.19319687117108,46.993626623189535,47.88732997606126,139634400
2019-05-10,47.29933166503906,47.699932750025205,46.241468231244326,47.35690393324207,164834800
2019-05-13,44.550315856933594,45.45225932989758,43.861864488539425,45.02767625266252,229722400
2019-05-14,45.25555419921875,45.50502664496142,44.475947773413296,44.71582667366113,146118800
2019-05-15,45.79768753051758,45.99678749318761,44.622282169503194,44.682251905478665,106178800
2019-05-16,45.596195220947266,46.1695058149003,45.2987439793821,45.555416235132,132125600
2019-05-17,45.337120056152344,45.79288858202996,44.79978990816282,44.84056888908769,131516400
2019-05-20,43.919437408447266,44.22168723717779,43.245378124155245,44.022587263410635,154449200
2019-05-21,44.76141357421875,45.09724264041479,44.30564137265292,44.43037945163815,113459200
2019-05-22,43.845069885253906,44.547917043113365,43.789898757041804,44.296043438279604,118994400
2019-05-23,43.09665298461914,43.30774397139174,42.652875463537775,43.13023589116903,146118800
2019-05-24,42.93113708496094,43.69155293690162,42.84717798618397,43.22618717622051,94858800
2019-05-28,42.75362014770508,43.31973456201257,42.67686079437729,42.919137193028746,111792800
2019-05-29,42.54973220825195,43.0222940646248,42.218698063515376,42.319446790117254,113924800
2019-05-30,42.770408630371094,42.993494250593265,42.37940485182852,42.68644955121089,84873600
2019-05-31,41.9956169128418,42.69606313069183,41.97642615423815,42.27387376193739,108174400
2019-06-03,41.571022033691406,42.67926159185684,40.84418912083457,42.12274434101084,161584400
2019-06-04,43.09185028076172,43.13742786251342,41.86367134635014,42.08435951986085,123872000
2019-06-05,43.787513732910156,44.375220247136966,43.45168457643479,44.204904536183776,119093600
2019-06-06,44.43037414550781,44.490343875899626,43.69394409937065,43.91703339976436,90105200
2019-06-07,45.61299133300781,46.03757819669764,44.56232378017052,44.739831901287964,122737600
2019-06-10,46.195899963378906,46.86516078755191,45.96561450436803,46.01119210169146,104883600
2019-06-11,46.730812072753906,47.016268574742455,46.440560627727905,46.74280675087126,107731600
